id,title,genre,plot
2856,Rosa Kele (2008),Family,"Suriyabandara is a wealthy businessman descended from a high class up country background. He is a widower and lives with his mother Sybil and son Akalanka. In memory of his late wife he starts an orphanage and it is run by Theresha, a strict disciplinarian in her middle age. She thinks that discipline could be instilled in children only through punishment. Percy, the shrewd accountant in the orphanage, misuses and extorts money. The administration of these two have negative influence on the children and the discipline in the orphanage is badly affected. Suriyabandara who realizes the ongoing changes decides to stop the orphanage. But Akalanka and his grandmother think the orphanage has to be continued somehow at least as a respect to Akalanka's dead mother. And they decide to recruit a new mistress and called for interviews. One qualification is that the applicant should be over 30 years of age. A large number of prospective candidates who are in their middle ages come for the interview conducted by Suriyabandara and Theresa and Percy themselves. However there is a young applicant too. Nimsara a beautiful girl too has applied for the post. But initially her application is rejected by Theresa as she had mentioned her age as 31 in her bio data. Theresa concludes that it was a silly mistake and Nimsara is not experienced enough to be awarded the vacancy. But Nimsara manages to get the job and she proves that Theresa is wrong and that children could be transformed not by the cane them but by love and affection. Sanjaya Nirmal who had directed a number of tele dramas including 'Nonimi Yathra' and 'Rosaliya' entered cinema with 'Samara', a story about a sick child and her mother."
33022,Waiting (2015/III),Drama,"Newlywed Tara Deshpande receives the horrifying news that her husband has been involved in a car accident and is lying comatose in a hospital in Kochi. At the same hospital, Shiv Kumar diligently visits his wife of forty years who has been in a coma for the past eight months. Tara and Shiv are two very different people, but their similar situations draw them together. The two unlikely friends share their griefs and hopes."
17705,"""Drei sind einer zuviel"" (1977)",Romance,"Charlotte is a traveling sales rep for her uncle's pottery. On her travels she meets the attractive young teacher Peter and his equally young and attractive landlord Benedikt. Charlotte becomes friends with the two men, and whenever she is in their area calls in for a visit. As time goes by, both men fall for her. Charlotte is fond of them both and initially tries to be friends with the two of them, but it becomes increasingly clear that she will eventually have to decide between them."
15690,Suicide (2001),Documentary,"Looks at the story of Hideo Ebisawa, a devoted executive in a small electronics firm who committed suicide when his company was unable to pay the bills. It also looks at the recent rise in Japan's suicide rate and examines the devastating consequences it has had on society."
13742,Math Blaster Episode I: In Search of Spot (1994),Family,"Blasternaut and his robotic friend Spot are about to embark on a journey across space, but they find that their ship's engine isn't working. Blasternaut beams Spot out for repairs, while he goes below deck to check on the Polytronic Combustion Regulator. Spot is abducted by the Trash Alien. When Blasternaut comes back up, Spot is missing. He contacts the Galactic Commander, and she sends him on a mission to rescue Spot."
21075,Traffic 2 (2017),Crime,"A highly controversial sequel from the creators of the original film which was eventually banned by the Judicial system. Featuring interviews from experts who have researched the multi-billion ""child trafficking"" industry, parents who have lost their children to the care system, whistle-blowers within the trade and many shocking secret recordings of UK public employees at work. Traffic 2 highlights what the main stream media is not allowed to cover and what the Local Authority do not want you to see. Welcome to the very dark world of ""Child Protection."""
53731,Short Diversity 5 (2000),Short,A compilation of Short Films that includes Vin Diesel's short film Multi-facial the short film that caught the eye of Steven Spielberg before having him written into Saving Private Ryan 1 month before the film began shooting. Also includes rare Vin Diesel compelling interview.
49530,Best Friend Forgotten (2004),Documentary,"The captivating documentary ""Best Friend Forgotten"" sheds light on the difficult issue of pet overpopulation. The documentary, hosted by David Duchovny (X-files), tells the stories of Oreo the cat and Clover the dog as they face the harsh realities of pet overpopulation. Viewers get a thoughtful and balanced look at the controversial practice of euthanasia and the alternative ""no-kill"" movement. Candid interviews reveal common myths about spaying and neutering, and leaders from government to animal rights groups discuss the plague of pet overpopulation and the impact on our society."
2230,Slave Farm (1991),Adult,"Shanna McCollough is the Mistress of Slave Farm, where captured women toil before being shipped off into slavery. She also has an operation in the city, where fresh victims are held before being shipped off to the farm. Fawna and Darian Haze are two such victims brought to the farm by Candy, Shanna's right-hand woman. Fawna and Darian work alongside Rebecca, but when their weeding job shows no signs of finishing soon, Shanna decides to punish the two recruits. The pair are chained and whipped before they take turns being pony girls, pulling Shanna around the farm in a cart. Meanwhile, Emily escapes but is caught. Shanna blames Candy for the escape and spanks her before punishing Emily. Shanna leaves for her city operation, where Maya has brought in Marilyn to the cell occupied by Desi and Maya's sweetie Stephanie, who expects Marilyn to kiss her feet. When Marilyn tells her to kiss something else, she is hauled away for punishment, first a whipping, then suspension from the ceiling. Desi picks a fight with Stephanie and winds up getting punished by Shanna before Stephanie joins her. When word reaches the city that the inmates have overrun Slave Farm, Shanna loses control of the city operation as well, and she winds up pulling weeds, in chains, on her own farm."
40137,Mera Yaar Mera Dushman (1987),Musical,"The story is on narcotics and their illegal smuggling and involvement of the staff of big industries ,who are harassed by rising prices and low wages.The story opens with Zarina Wahab being forced into narcotics smuggling by her brother-in-law Sujit Kumar ,due to her wheel chair ridden sister Beena Banerjee.Meanwhile Rakesh Roshan's father makes him take over his business ,much to the chagrin of A.K. Hangal and Sujit Kumar who embroil him in the murder of Union leader Ramesh Deo by switching off the lights.A.K.Hangal has a factory to prepare drugs with the use of Acids.Rakesh Roshan's good business is used to enroute drugs. Mithun is in love with Bindiya Goswami who is the sister of Rakesh Roshan.She helps him to catch the actual killer by guiding him to the place where her brother is imprisoned by Sujit Kumar with drugs.Will they know who killed Ramesh Deo and who fired the second bullet ?"
